,Unnamed: 0,Code,Securities,SRCI,WindI,Tos,"TSC(10,000)","CAS(10,000)","CBS(10,000)","CHS(10,000)","TBAS(10,000)","TBBS(10,000)","OTS(10,000)","TOTS(10,000)","RS_of_AS(10,000)","RS_of_BS(10,000)","RS/SH(10,000)","RS/SOL(10,000)","RS/ODS(10,000)","RS/DLPH(10,000)","RS/IPS(10,000)","RS/EH(10,000)","RS/DNPH(10,000)","RS/FS(10,000)","RS/OLPH(10,000)","RS/INPH(10,000)",CAS(%),CBS(%),CHS(%),CST(%),ROAS(%),Deadline,TSC_FDOL,CS_FDOL,Proportion_FDOL(%),TSC_Latest,CS_Latest,Proportion_Latest(%),TSC_ALL_Amplitude(%),CS_ALL_Amplitude(%),Total_ALL_Number,TSC_ALL_Number,NOSH_Executive_ALL,"FMV_Executive_ALL(￥10,000)",NOSH_Chairman,"FMV_Chairman(￥10,000)",NOSH_Directors,"FMV_Directors(￥10,000)",NOSH_supervisor,"FMV_supervisor(￥10,000)",NOPI_fund_S1,"Total_stock_fund_S1(10,000)",ICASP_fund_S1(%),"MVOP_fund_S1(￥10,000)",NOPI_Broker_S1,"Total_stock_Broker_S1(10,000)",ICASP_Broker_S1(%),"MVOP_Broker_S1(￥10,000)",NOPI_Insurance_S1,"Total_stock_Insurance_S1(10,000)",ICASP_Insurance_S1(%),"MVOP_Insurance_S1(￥10,000)",NOPI_SS_S1,"Total_stock_SS_S1(10,000)",ICASP_SS_S1(%),"MVOP_SS_S1(￥10,000)",NOPI_QFII_S1,"Total_stock_QFII_S1(10,000)",ICASP_QFII_S1(%),"MVOP_QFII_S1(￥10,000)",NOPI_Other_S1,"Total_stock_Other_S1(10,000)",ICASP_Other_S1(%),"MVOP_Other_S1(￥10,000)",NOPI_fund_S2,"Total_stock_fund_S2(10,000)",ICASP_fund_S2(%),"MVOP_fund_S2(￥10,000)",NOPI_Broker_S2,"Total_stock_Broker_S2(10,000)",ICASP_Broker_S2(%),"MVOP_Broker_S2(￥10,000)",NOPI_Insurance_S2,"Total_stock_Insurance_S2(10,000)",ICASP_Insurance_S2(%),"MVOP_Insurance_S2(￥10,000)",NOPI_SS_S2,"Total_stock_SS_S2(10,000)",ICASP_SS_S2(%),"MVOP_SS_S2(￥10,000)",NOPI_QFII_S2,"Total_stock_QFII_S2(10,000)",ICASP_QFII_S2(%),"MVOP_QFII_S2(￥10,000)",NOPI_Other_S2,"Total_stock_Other_S2(10,000)",ICASP_Other_S2(%),"MVOP_Other_S2(￥10,000)",Now_CSEC_S1(%),Change_CSEC_S1(%),Ps_CSEC_S1(%),rt_CSEC_S1,Now_CSEC_S2(%),Change_CSEC_S2(%),PS_CSEC_S2(%),RT_CSEC_S2,NC_ISSMT,NOSI_ISSMT,TDOC_ISSMT,"TNPS_ISSMT(10,000)","ITRVOHS_ISSMT(￥10,000)",Currency_ISSMT,EC_MS_S1_1(%),EC_MS_S1_2(%),EC_MS_S1_3(%),Time_S1,EC_MS_S2_1(%),EC_MS_S2_2(%),EC_MS_S2_3(%),Time_S2,SSP_BD,1day_SSP_RAF(%),5day_SSP_RAF(%),10day_SSP_RAF(%),20day_SSP_RAF(%),60day_SSP_RAF(%),120day_SSP_RAF(%),250day_SSP_RAF(%),1day_SSP_transaction(%),5day_SSP_transaction(%),10day_SSP_transaction(%),20day_SSP_transaction(%),60day_SSP_transaction(%),120day_SSP_transaction(%),250day_SSP_transaction(%),"1day_SSP_NOT(10,000)","5day_SSP_NOT(10,000)","10day_SSP_NOT(10,000)","20day_SSP_NOT(10,000)","60day_SSP_NOT(10,000)","120day_SSP_NOT(10,000)","250day_SSP_NOT(10,000)","1day_SSP_NOT(￥10,000)","5day_SSP_NOT(￥10,000)","10day_SSP_NOT(￥10,000)","20day_SSP_NOT(￥10,000)","60day_SSP_NOT(￥10,000)","120day_SSP_NOT(￥10,000)","250day_SSP_NOT(￥10,000)",RAF_SCF(%),"MNI_SCF(￥10,000)","Turnover_SCF(￥10,000)",MNIR_SCF(%),CID_SCF,MNI_SCF(hand),MNIP_SCF(%),"NIOO_SCF(￥10,000)","NIOL_SCF(￥10,000)",Date_MTS,SV_MTS(100m),MV_MTS(￥100m),TAFTTTOABS_MTS(%),RTD_MTS,Date_MCF_S1,MNI_MCF_S1,MNO_MCF_S1,"MNI_MCF_S1(￥10,000)","NIOO_MCF_S1(￥10,000)","NIOL_MCF_S1(￥10,000)","SLNI_MCF_S1(￥10,000)","LNI_MCF_S1(￥10,000)","NIOMS_MCF_S1(￥10,000)","SSNI_MCF_S1(￥10,000)",Date_MCF_S2,MNI_MCF_S2,MNO_MCF_S2,"MNI_MCF_S2(￥10,000)","NIOO_MCF_S2(￥10,000)","NIOL_MCF_S2(￥10,000)","SLNI_MCF_S2(￥10,000)","LNI_MCF_S2(￥10,000)","NIOMS_MCF_S2(￥10,000)","SSNI_MCF_S2(￥10,000)",Date_MCF_S3,MNI_MCF_S3,MNO_MCF_S3,"MNI_MCF_S3(￥10,000)","NIOO_MCF_S3(￥10,000)","NIOL_MCF_S3(￥10,000)","SLNI_MCF_S3(￥10,000)","LNI_MCF_S3(￥10,000)","NIOMS_MCF_S3(￥10,000)","SSNI_MCF_S3(￥10,000)",RRQ_SR,RRA_SR,RSR_SR,RERS_SR,RRHP_SR,RRLP_SR,Currency_SR,TD_LT,DP_LT,CPOTPTD_LT,DR_LT(%),CPOTD_LT,"Volume_LT (10,000/Share/paper)","Turnover_LT(￥10,000)",GC_LT,BSD_LT,SSD_LT
76,76,000402.SZ,金融街,Real estate,Real estateⅡ,A shares,"298,892.9907","298,783.5321",0.0000,0.0000,0.0,0.0,0.0,"298,783.5321",109.4586,0.0,0.0000,0.0000,109.4586,0.0000,0.0,109.4586,109.4586,0.0000,0.0000,0.0,99.96,0.0,0.0,99.96,0.04,2018/06/30,"7,869.15","2,700.00",34.31,"298,892.99","298,783.53",99.96,"3,698.29","10,966.06",32.0,12.0,"1,415,450","1,139.44","182,100",146.59,"264,814",213.18,"230,522",185.57,8.0,"1,310.08",0.44,"12,838.77",0.0,0,0.0,0,4.0,"92,142.34",30.84,"902,994.92",0.0,0,0.0,0,0.0,0,0.0,0,4.0,"114,478.87",38.32,"1,121,892.90",160.0,"3,494.21",1.17,"28,128.39",0.0,0,0.0,0,4.0,"92,142.34",30.84,"741,745.83",0.0,0,0.0,0,0.0,0,0.0,0,4.0,"116,048.10",38.84,"934,187.23",69.83,0.1,69.73,2018/03/31,70.36,0.53,69.83,2018/06/30,7.0,4.0,Increase holdings,167.15,"1,062.28",CNY,69.84,0.12,69.72,2018/03/31,70.37,0.53,69.84,2018/06/30,2018/09/13,0.59,-0.44,-1.88,-3.42,-18.8,-29.83,-40.29,0.17,0.98,2.03,4.41,16.24,35.24,130.30,503.49,"2,931.51","6,067.43","13,161.93","48,526.99","105,290.83","389,302.90",0.34,1.98,4.14,9.1,35.14,87.80,417.96,-19.67,"-27,973.22","346,148.38",-8.08,1.0,"-382,727",-1.37,"-6,283.94","-6,273.55",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,817.79,6929.6,0.0,0.0,0.0
77,77,000403.SZ,ST生化,Pharmaceutical manufacturing,"Pharmaceutical, Biotechnology and Life Sciences",A shares,"27,257.7599","26,528.8674",0.0000,0.0000,0.0,0.0,0.0,"26,528.8674",728.8925,0.0,0.0000,0.0000,728.8925,721.9600,0.0,0.0000,6.9325,0.0000,0.0000,0.0,97.33,0.0,0.0,97.33,2.67,2018/06/30,"6,418.00","2,400.00",37.39,"27,257.76","26,528.87",97.33,324.71,"1,005.37",39.0,6.0,0,0.00,0,0.00,0,0.00,0,0.00,2.0,385.25,1.45,"11,892.80",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,307.08",53.93,"441,659.50",8.0,352.43,1.33,"10,562.24",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,307.08",53.93,"428,783.13",58.25,0.29,57.96,2018/03/31,57.93,-0.32,58.25,2018/06/30,17.0,1.0,Reduce holding,"-3,215.39","-12,073.12",CNY,59.86,0.26,59.6,2018/03/31,59.58,-0.28,59.86,2018/06/30,2018/09/13,0.07,-1.33,-1.33,-4.41,-11.03,-13.09,-13.71,0.03,0.23,0.62,1.31,6.2,18.1,114.56,9.12,61.76,164.57,346.41,"1,643.60","4,802.30","27,391.23",0.02,0.17,0.44,0.94,4.74,14.75,87.44,-10.88,"-2,853.56","46,136.67",-6.19,1.0,"-9,961",-0.4,-345.97,816.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,90.0,2491.74,0.0,0.0,0.0
78,78,000404.SZ,长虹华意,General equipment manufacturing,Capital goods,A shares,"69,599.5979","69,294.8073",0.0000,0.0000,0.0,0.0,0.0,"69,294.8073",304.7906,0.0,0.0000,0.0000,304.7906,0.0000,0.0,0.0000,304.7906,0.0000,0.0000,0.0,99.56,0.0,0.0,99.56,0.44,2018/06/30,"14,000.00","3,150.00",22.5,"69,599.60","69,294.81",99.56,397.14,"2,099.84",25.0,6.0,"2,130,550",922.53,0,0.00,"1,208,150",523.13,"181,250",78.48,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"23,868.88",34.47,"137,962.11",16.0,107.10,0.15,463.73,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"23,868.88",34.45,"103,352.24",39.99,0.94,39.05,2018/03/31,41.51,1.52,39.99,2018/06/30,12.0,8.0,Reduce holding,"-2,036.50","-8,993.14",CNY,39.99,0.95,39.04,2018/03/31,41.5,1.51,39.99,2018/06/30,2018/09/13,0.72,-1.41,0.48,-3.23,2.19,-27.26,-44.39,0.34,2.85,5.94,9.08,26.38,59.64,227.75,235.00,"1,976.32","4,112.88","6,290.44","18,282.06","41,316.31","157,826.11",0.1,0.82,1.73,2.65,7.80,19.91,98.01,-0.47,"-2,604.09","77,023.20",-3.38,5.0,"-61,108",-0.89,-873.29,-449.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,361.92,0.0,0.0,0.0
79,79,000407.SZ,胜利股份,Gas production and supply industry,UtilitiesⅡ,A shares,"88,008.4656","74,563.2103",0.0000,0.0000,0.0,0.0,0.0,"74,563.2103","13,445.2553",0.0,0.0000,0.0000,"13,445.2553","11,031.5982",0.0,0.0000,"2,413.6571",0.0000,0.0000,0.0,84.72,0.0,0.0,84.72,15.28,2018/06/30,"6,050.00","1,750.00",28.93,"88,008.47","74,563.21",84.72,"1,354.69","4,160.75",39.0,12.0,"81,951",33.85,"52,825",21.82,"19,734",8.15,0,0.00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,"22,696.40",30.77,"134,589.68",10.0,101.64,0.14,419.77,0.0,0,0.0,0,0.0,0,0.0,0,1.0,920.71,1.23,"3,802.52",0.0,0,0.0,0,6.0,"21,261.73",28.52,"87,810.95",28.0,-0.48,28.48,2018/03/31,27.86,-0.14,28.0,2018/06/30,1.0,1.0,Increase holdings,1.94,8.96,CNY,40.96,0.0,40.96,2018/03/31,40.03,-0.93,40.96,2018/06/30,2018/09/13,6.43,7.87,5.26,6.67,19.11,-23.93,-41.61,4.17,10.69,16.0,37.73,121.77,170.65,292.59,"3,110.70","7,969.37","11,930.06","28,131.10","90,750.63","126,804.78","213,127.34",1.47,3.69,5.49,13.17,41.30,61.95,127.15,16.5,"-14,587.65","410,508.22",-3.55,1.0,"-331,472",-4.08,"-9,518.61","1,230.73",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,600.0,2376,0.0,0.0,0.0
80,80,000408.SZ,藏格控股,Chemical raw materials and chemical products manufacturing,Material Ⅱ,A shares,"199,377.9522","44,663.2801",0.0000,0.0000,0.0,0.0,0.0,"44,663.2801","154,714.6721",0.0,0.0000,0.0000,"154,714.6721","131,014.9066",0.0,0.0000,"23,699.7655",0.0000,0.0000,0.0,22.4,0.0,0.0,22.4,77.6,2018/06/30,"5,040.00","1,500.00",29.76,"199,377.95","44,663.28",22.4,"3,855.91","2,877.55",30.0,9.0,"22,600",32.88,0,0,"22,000",32.01,0,0,10.0,767.13,1.72,"12,811.07",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,"6,447.25",14.43,"107,669.07",12.0,"1,263.68",2.83,"18,386.57",0.0,0,0.0,0,0.0,0,0.0,0,1.0,"1,457.51",3.26,"21,206.72",0.0,0,0.0,0,7.0,"9,846.32",22.05,"143,264.01",6.48,0.2,6.28,2018/03/31,7.8,1.32,6.48,2018/06/30,24.0,3.0,Increase holdings,"2,418.79","9,137.44",CNY,81.7,0.14,81.56,2018/03/31,82.79,1.09,81.7,2018/06/30,2018/09/13,1.62,4.2,1.28,0.51,-0.42,-25.72,-34.63,0.52,3.43,8.69,17.53,39.39,102.98,450.24,230.57,"1,532.92","3,883.12","7,830.78","17,593.39","45,995.25","184,089.60",0.27,1.79,4.54,8.99,21.32,66.65,319.97,-1.24,"11,378.46","207,645.17",5.48,5.0,"90,507",2.14,865.98,"1,070.16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.00,"78,452,116","181,188,042",0.0,0.0,CNY,0.0,0.0,0.0,0.0,0.0,387.0,6308.1,0.0,0.0,0.0
81,81,000409.SZ,*ST地矿,Comprehensive,Capital goods,A shares,"51,093.1158","40,530.9407",0.0000,0.0000,0.0,0.0,0.0,"40,530.9407","10,562.1751",0.0,0.0000,"7,801.7603","2,760.4148","2,018.4860",0.0,0.0000,741.9287,0.0000,0.0000,0.0,79.33,0.0,0.0,79.33,20.67,2018/08/03,"8,290.00","2,100.00",25.33,"51,093.12","40,530.94",79.33,516.32,"1,830.04",43.0,8.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,"11,748.62",29.69,"68,846.94",4.0,14.15,0.04,46.27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"11,406.46",28.82,"37,299.12",25.31,1.49,23.82,2018/03/31,24.3,-1.01,25.31,2018/06/30,2.0,1.0,Increase holdings,1.97,12.67,CNY,43.97,0.45,43.52,2018/03/31,43.23,-0.74,43.97,2018/06/30,2018/09/13,-0.71,-1.86,-1.41,3.19,-0.24,-25.62,-46.98,0.32,2.11,7.51,14.26,52.56,104.16,274.36,128.38,854.51,"3,042.65","5,779.30","21,058.91","41,476.07","108,829.20",0.05,0.36,1.3,2.46,8.05,18.68,62.24,-0.24,"3,768.83","80,541.85",4.68,1.0,"108,914",2.2,"1,375.77",801.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,731.89,3916.79,0.0,0.0,0.0
82,82,000410.SZ,沈阳机床,General equipment manufacturing,Capital goods,A shares,"76,547.0884","74,034.9384",0.0000,0.0000,0.0,0.0,0.0,"74,034.9384","2,512.1500",0.0,0.0000,"2,200.0000",312.1500,312.0000,0.0,0.0000,0.1500,0.0000,0.0000,0.0,96.72,0.0,0.0,96.72,3.28,2018/06/30,"21,582.40","5,400.00",25.02,"76,547.09","74,034.94",96.72,254.67,"1,271.02",46.0,4.0,"2,000",1.60,0,0.00,0,0.00,0,0.00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"21,284.18",28.75,"242,852.47",1.0,0.45,0.0,3.60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,164.44,0.22,"1,315.52",2.0,"21,270.97",28.73,"170,167.74",29.38,-1.08,30.46,2018/03/31,29.59,0.21,29.38,2018/06/30,3.0,1.0,Reduce holding,-318.00,"-3,054.12",CNY,32.36,-1.08,33.44,2018/03/31,32.54,0.18,32.36,2018/06/30,2018/09/13,1.13,-2.71,-6.87,-10.59,2.28,-33.64,-24.42,0.38,2.33,4.92,11.12,61.57,198.76,447.40,282.44,"1,723.25","3,645.11","8,229.11","45,580.81","147,134.65","331,193.62",0.2,1.24,2.7,6.27,36.24,142.14,340.20,-1.1,"-11,780.98","355,885.37",-3.31,-7.0,"-154,870",-2.21,"-6,965.34","2,131.30",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
83,83,000411.SZ,英特集团,Wholesale industry,Healthcare equipment and services,A shares,"20,744.9946","20,730.1321",0.0000,0.0000,0.0,0.0,0.0,"20,730.1321",14.8625,0.0,0.0000,0.0000,14.8625,9.9000,0.0,0.0000,4.9625,0.0000,0.0000,0.0,99.93,0.0,0.0,99.93,0.07,2018/06/30,"10,477.27","2,620.00",25.01,"20,744.99","20,730.13",99.93,98.00,691.23,21.0,2.0,"12,000",16.02,0,0,"12,000",16.02,0,0,4.0,835.00,4.03,"19,781.15",0.0,0,0.0,0,0.0,0,0.0,0,1.0,643.01,3.1,"15,232.91",0.0,0,0.0,0,6.0,"12,620.79",60.88,"298,986.57",12.0,881.75,4.25,"11,771.30",0.0,0,0.0,0,0.0,0,0.0,0,1.0,659.05,3.18,"8,798.33",0.0,0,0.0,0,7.0,"12,553.77",60.56,"167,592.83",69.04,-0.13,69.17,2018/03/31,67.89,-1.15,69.04,2018/06/30,6.0,3.0,Reduce holding,"-1,668.15","-5,916.15",CNY,69.04,-0.13,69.17,2018/03/31,67.9,-1.14,69.04,2018/06/30,2018/09/13,0.6,-0.81,-4.96,-6.62,-37.63,-39.95,-36.78,0.5,2.69,6.91,23.74,153.57,186.49,228.99,102.71,557.02,"1,432.65","4,921.59","31,835.46","38,661.57","47,471.65",0.14,0.75,1.95,6.96,45.15,62.59,80.95,-30.7,"-23,076.58","449,015.47",-5.14,1.0,"-160,477",-8.43,"-8,834.24","-2,209.39",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
84,84,000413.SZ,东旭光电,"Computer, communications and other electronic equipment manufacturing",Technical hardware and equipment,A shares,"573,025.0118","409,462.5592","25,000.0001",0.0000,0.0,0.0,0.0,"434,462.5593","138,562.4525",0.0,0.0000,"6,038.9095","132,523.5430","132,397.4680",0.0,0.0000,126.0750,0.0000,0.0000,0.0,71.46,4.36,0.0,75.82,24.18,2017/12/28,"38,300.00","12,997.79",33.94,"573,025.01","434,462.56",75.82,"1,396.15","3,242.59",39.0,10.0,0,0,0,0,0,0,0,0,10.0,688.72,0.17,"5,330.69",1.0,"5,524.65",1.35,"42,760.79",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,"99,037.08",24.19,"766,547.03",168.0,"11,452.28",2.8,"69,400.85",1.0,"5,524.65",1.35,"33,479.38",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,"89,730.14",21.91,"543,764.67",18.25,0.03,18.22,2018/03/31,16.62,-1.63,18.25,2018/06/30,1.0,1.0,Increase holdings,154.06,"2,375.17",CNY,37.13,0.07,37.06,2018/03/31,35.93,-1.2,37.13,2018/06/30,2018/09/13,1.13,0.38,0.56,-2.9,-9.74,-33.47,-49.05,0.71,2.93,6.7,14.65,63.11,140.14,375.74,"2,891.93","11,985.58","27,415.20","59,991.70","258,418.13","573,831.75","1,538,505.95",1.54,6.36,14.62,32.34,150.47,392.45,"1,373.57",-10.04,"-125,042.84","1,476,063.21",-8.47,-1.0,"-2,162,342",-5.71,"-35,713.61",-109.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15472.0,95997.13,0.0,0.0,0.0
85,85,000415.SZ,渤海金控,Leasing industry,Diversified finance,A shares,"618,452.1282","354,787.8027",0.0000,0.0000,0.0,0.0,0.0,"354,787.8027","263,664.3255",0.0,0.0000,"26,359.1433","237,305.1822","237,232.2897",0.0,0.0000,72.8925,0.0000,0.0000,0.0,57.37,0.0,0.0,57.37,42.63,2018/06/30,"5,000.00","1,250.00",25.0,"618,452.13","354,787.80",57.37,"12,269.04","28,283.02",30.0,10.0,0,0,0,0,0,0,0,0,17.0,"4,252.96",1.37,"24,837.29",0.0,0,0.0,0,1.0,"1,858.74",0.6,"10,855.04",1.0,"1,314.25",0.42,"7,675.20",0.0,0,0.0,0,6.0,"175,355.69",56.29,"1,024,077.20",178.0,"11,614.95",3.27,"67,831.33",0.0,0,0.0,0,1.0,"1,858.74",0.52,"10,855.04",1.0,"1,314.25",0.37,"7,675.20",0.0,0,0.0,0,6.0,"218,645.73",61.63,"1,276,891.06",29.61,0.0,29.61,2018/03/31,36.61,7.0,29.61,2018/06/30,9.0,3.0,Increase holdings,"1,934.25","6,947.19",CNY,76.27,0.0,76.27,2018/03/31,76.27,0.0,76.27,2018/06/30,2018/09/13,-0.54,1.1,3.67,3.09,-36.36,-36.36,-47.06,0.41,2.15,5.07,9.13,32.59,32.59,73.53,"1,460.79","7,631.95","17,994.58","32,406.37","115,619.43","115,619.43","243,189.42",0.54,2.79,6.56,11.64,46.42,46.42,125.35,-36.36,"-33,064.82","464,242.46",-7.12,-1.0,"-811,746",-2.55,"-13,705.23",-710.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
86,86,000416.SZ,民生控股,Other financial industry,Diversified finance,A shares,"53,187.1494","53,164.1098",0.0000,0.0000,0.0,0.0,0.0,"53,164.1098",23.0396,0.0,0.0000,0.0000,23.0396,19.0740,0.0,0.0000,3.9656,0.0000,0.0000,0.0,99.96,0.0,0.0,99.96,0.04,2018/06/30,"6,467.20","1,800.00",27.83,"53,187.15","53,164.11",99.96,722.41,"2,853.56",23.0,7.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"14,219.71",26.75,"85,318.26",5.0,18.34,0.03,86.95,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"14,219.71",26.75,"67,401.43",31.71,-1.34,33.05,2018/03/31,31.76,0.05,31.71,2018/06/30,4.0,4.0,Increase holdings,111.64,415.34,CNY,31.72,-1.33,33.05,2018/03/31,31.76,0.04,31.72,2018/06/30,2018/09/13,-0.25,-4.09,-9.11,-13.64,-13.26,-35.57,-51.07,0.98,4.47,8.39,14.14,55.82,120.95,224.84,522.65,"2,377.70","4,462.77","7,518.49","29,674.06","64,302.50","119,531.71",0.21,0.96,1.83,3.22,14.27,34.77,74.42,-14.74,"-4,551.95","141,564.98",-3.22,-1.0,"-92,110",-2.15,"-4,312.02",530.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
