,Unnamed: 0,Code,Securities,SRCI,WindI,Tos,"TSC(10,000)","CAS(10,000)","CBS(10,000)","CHS(10,000)","TBAS(10,000)","TBBS(10,000)","OTS(10,000)","TOTS(10,000)","RS_of_AS(10,000)","RS_of_BS(10,000)","RS/SH(10,000)","RS/SOL(10,000)","RS/ODS(10,000)","RS/DLPH(10,000)","RS/IPS(10,000)","RS/EH(10,000)","RS/DNPH(10,000)","RS/FS(10,000)","RS/OLPH(10,000)","RS/INPH(10,000)",CAS(%),CBS(%),CHS(%),CST(%),ROAS(%),Deadline,TSC_FDOL,CS_FDOL,Proportion_FDOL(%),TSC_Latest,CS_Latest,Proportion_Latest(%),TSC_ALL_Amplitude(%),CS_ALL_Amplitude(%),Total_ALL_Number,TSC_ALL_Number,NOSH_Executive_ALL,"FMV_Executive_ALL(￥10,000)",NOSH_Chairman,"FMV_Chairman(￥10,000)",NOSH_Directors,"FMV_Directors(￥10,000)",NOSH_supervisor,"FMV_supervisor(￥10,000)",NOPI_fund_S1,"Total_stock_fund_S1(10,000)",ICASP_fund_S1(%),"MVOP_fund_S1(￥10,000)",NOPI_Broker_S1,"Total_stock_Broker_S1(10,000)",ICASP_Broker_S1(%),"MVOP_Broker_S1(￥10,000)",NOPI_Insurance_S1,"Total_stock_Insurance_S1(10,000)",ICASP_Insurance_S1(%),"MVOP_Insurance_S1(￥10,000)",NOPI_SS_S1,"Total_stock_SS_S1(10,000)",ICASP_SS_S1(%),"MVOP_SS_S1(￥10,000)",NOPI_QFII_S1,"Total_stock_QFII_S1(10,000)",ICASP_QFII_S1(%),"MVOP_QFII_S1(￥10,000)",NOPI_Other_S1,"Total_stock_Other_S1(10,000)",ICASP_Other_S1(%),"MVOP_Other_S1(￥10,000)",NOPI_fund_S2,"Total_stock_fund_S2(10,000)",ICASP_fund_S2(%),"MVOP_fund_S2(￥10,000)",NOPI_Broker_S2,"Total_stock_Broker_S2(10,000)",ICASP_Broker_S2(%),"MVOP_Broker_S2(￥10,000)",NOPI_Insurance_S2,"Total_stock_Insurance_S2(10,000)",ICASP_Insurance_S2(%),"MVOP_Insurance_S2(￥10,000)",NOPI_SS_S2,"Total_stock_SS_S2(10,000)",ICASP_SS_S2(%),"MVOP_SS_S2(￥10,000)",NOPI_QFII_S2,"Total_stock_QFII_S2(10,000)",ICASP_QFII_S2(%),"MVOP_QFII_S2(￥10,000)",NOPI_Other_S2,"Total_stock_Other_S2(10,000)",ICASP_Other_S2(%),"MVOP_Other_S2(￥10,000)",Now_CSEC_S1(%),Change_CSEC_S1(%),Ps_CSEC_S1(%),rt_CSEC_S1,Now_CSEC_S2(%),Change_CSEC_S2(%),PS_CSEC_S2(%),RT_CSEC_S2,NC_ISSMT,NOSI_ISSMT,TDOC_ISSMT,"TNPS_ISSMT(10,000)","ITRVOHS_ISSMT(￥10,000)",Currency_ISSMT,EC_MS_S1_1(%),EC_MS_S1_2(%),EC_MS_S1_3(%),Time_S1,EC_MS_S2_1(%),EC_MS_S2_2(%),EC_MS_S2_3(%),Time_S2,SSP_BD,1day_SSP_RAF(%),5day_SSP_RAF(%),10day_SSP_RAF(%),20day_SSP_RAF(%),60day_SSP_RAF(%),120day_SSP_RAF(%),250day_SSP_RAF(%),1day_SSP_transaction(%),5day_SSP_transaction(%),10day_SSP_transaction(%),20day_SSP_transaction(%),60day_SSP_transaction(%),120day_SSP_transaction(%),250day_SSP_transaction(%),"1day_SSP_NOT(10,000)","5day_SSP_NOT(10,000)","10day_SSP_NOT(10,000)","20day_SSP_NOT(10,000)","60day_SSP_NOT(10,000)","120day_SSP_NOT(10,000)","250day_SSP_NOT(10,000)","1day_SSP_NOT(￥10,000)","5day_SSP_NOT(￥10,000)","10day_SSP_NOT(￥10,000)","20day_SSP_NOT(￥10,000)","60day_SSP_NOT(￥10,000)","120day_SSP_NOT(￥10,000)","250day_SSP_NOT(￥10,000)",RAF_SCF(%),"MNI_SCF(￥10,000)","Turnover_SCF(￥10,000)",MNIR_SCF(%),CID_SCF,MNI_SCF(hand),MNIP_SCF(%),"NIOO_SCF(￥10,000)","NIOL_SCF(￥10,000)",Date_MTS,SV_MTS(100m),MV_MTS(￥100m),TAFTTTOABS_MTS(%),RTD_MTS,Date_MCF_S1,MNI_MCF_S1,MNO_MCF_S1,"MNI_MCF_S1(￥10,000)","NIOO_MCF_S1(￥10,000)","NIOL_MCF_S1(￥10,000)","SLNI_MCF_S1(￥10,000)","LNI_MCF_S1(￥10,000)","NIOMS_MCF_S1(￥10,000)","SSNI_MCF_S1(￥10,000)",Date_MCF_S2,MNI_MCF_S2,MNO_MCF_S2,"MNI_MCF_S2(￥10,000)","NIOO_MCF_S2(￥10,000)","NIOL_MCF_S2(￥10,000)","SLNI_MCF_S2(￥10,000)","LNI_MCF_S2(￥10,000)","NIOMS_MCF_S2(￥10,000)","SSNI_MCF_S2(￥10,000)",Date_MCF_S3,MNI_MCF_S3,MNO_MCF_S3,"MNI_MCF_S3(￥10,000)","NIOO_MCF_S3(￥10,000)","NIOL_MCF_S3(￥10,000)","SLNI_MCF_S3(￥10,000)","LNI_MCF_S3(￥10,000)","NIOMS_MCF_S3(￥10,000)","SSNI_MCF_S3(￥10,000)",RRQ_SR,RRA_SR,RSR_SR,RERS_SR,RRHP_SR,RRLP_SR,Currency_SR,TD_LT,DP_LT,CPOTPTD_LT,DR_LT(%),CPOTD_LT,"Volume_LT (10,000/Share/paper)","Turnover_LT(￥10,000)",GC_LT,BSD_LT,SSD_LT
87,87,000417.SZ,合肥百货,Retail industry,Retail industry,A shares,"77,988.4200","77,902.7451",0.0000,0.0000,0.0,0.0,0.0,"77,902.7451",85.6749,0.0,0.0000,0.0000,85.6749,85.6749,0.0,0.0000,0.0000,0.0000,0.0000,0.0,99.89,0.0,0.0,99.89,0.11,2017/12/31,"6,065.25","1,800.00",29.68,"77,988.42","77,902.75",99.89,"1,185.82","4,227.93",35.0,11.0,0,0,0,0,0,0,0,0,3.0,563.88,0.72,"4,150.16",0.0,0,0.0,0,2.0,"5,244.57",6.73,"38,600.02",1.0,"1,062.84",1.36,"7,822.48",0.0,0,0.0,0,6.0,"38,904.76",49.94,"286,339.02",29.0,"1,269.75",1.63,"7,301.07",0.0,0,0.0,0,2.0,"5,244.57",6.73,"30,156.26",1.0,"1,062.84",1.36,"6,111.31",0.0,0,0.0,0,6.0,"38,637.15",49.6,"222,163.60",60.17,0.78,59.39,2018/03/31,59.83,-0.34,60.17,2018/06/30,18.0,3.0,Increase holdings,"5,827.05","71,259.13",CNY,60.17,0.79,59.38,2018/03/31,59.83,-0.34,60.17,2018/06/30,2018/09/13,1.21,-2.14,-3.46,-6.34,-13.0,-32.94,-41.27,0.28,1.22,2.52,5.79,22.82,46.39,149.75,217.67,950.00,"1,963.08","4,512.41","17,780.68","36,136.00","116,657.91",0.11,0.48,1.0,2.33,9.87,22.78,90.81,-13.3,"-5,236.56","96,926.87",-5.4,1.0,"-93,966",-1.34,-461.26,"-1,042.44",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1889.09,13318.05,0.0,0.0,0.0
88,88,000418.SZ,小天鹅A,Electrical machinery and equipment manufacturing,Durable consumer goods and clothing,A shares,"63,248.7764","43,936.4147","19,103.5872",0.0000,0.0,0.0,0.0,"63,040.0019",208.7745,0.0,0.0000,0.0000,208.7745,205.2720,0.0,0.0000,3.5025,0.0000,0.0000,0.0,69.47,30.2,0.0,99.67,0.33,2017/11/13,"30,425.32","12,100.00",39.77,"63,248.78","63,040.00",99.67,107.88,420.99,37.0,4.0,0,0,0,0,0,0,0,0,28.0,"2,723.97",6.2,"179,210.21",0.0,0,0.0,0,0.0,0,0.0,0,2.0,"2,946.64",6.71,"193,859.36",0.0,0,0.0,0,4.0,"28,485.59",64.83,"1,874,067.03",274.0,"4,652.52",10.59,"322,652.37",0.0,0,0.0,0,0.0,0,0.0,0,1.0,"1,809.98",4.12,"125,522.40",1.0,728.87,1.66,"50,546.97",4.0,"28,464.70",64.79,"1,974,026.82",72.76,0.46,72.3,2018/03/31,72.02,-0.74,72.76,2018/06/30,1.0,1.0,Increase holdings,0.08,0.39,CNY,72.77,0.46,72.31,2018/03/31,72.01,-0.76,72.77,2018/06/30,2018/09/13,0.0,8.87,-0.19,-0.39,-34.46,-31.39,7.32,0.0,1.28,3.89,9.52,35.48,68.12,133.68,0.00,562.08,"1,710.06","4,183.85","15,589.97","29,931.03","58,716.30",0.0,2.56,7.66,19.18,84.41,180.43,356.67,-35.1,"-28,996.57","830,397.79",-3.49,-5.0,"-51,243",-1.42,"-3,180.00","-4,593.76",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
89,89,000419.SZ,通程控股,Retail industry,Retail industry,A shares,"54,358.2655","54,328.9983",0.0000,0.0000,0.0,0.0,0.0,"54,328.9983",29.2672,0.0,0.0000,0.0000,29.2672,0.0000,0.0,29.2672,29.2672,0.0000,0.0000,0.0,99.95,0.0,0.0,99.95,0.05,2012/12/31,"5,105.00","1,350.00",26.44,"54,358.27","54,329.00",99.95,964.80,"3,924.37",20.0,7.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"25,791.34",47.47,"144,689.40",5.0,26.43,0.05,128.20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"25,791.34",47.47,"125,087.98",54.02,-0.02,54.04,2018/03/31,54.04,0.02,54.02,2018/06/30,1.0,1.0,Increase holdings,827.03,"5,067.59",CNY,54.01,-0.02,54.03,2018/03/31,54.03,0.02,54.01,2018/06/30,2018/09/13,0.63,0.42,1.68,-0.82,3.43,-15.85,-31.88,0.24,1.23,2.44,4.81,18.7,62.02,130.48,131.28,666.40,"1,324.14","2,610.63","10,159.15","33,694.20","70,888.49",0.06,0.32,0.63,1.25,4.93,18.28,41.66,1.9,"-1,259.50","48,489.30",-2.6,1.0,"-26,503",-0.48,-84.55,-46.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
90,90,000420.SZ,吉林化纤,Chemical fiber manufacturing,Material Ⅱ,A shares,"197,070.6656","166,300.3024",0.0000,0.0000,0.0,0.0,0.0,"166,300.3024","30,770.3632",0.0,0.0000,"30,668.9026",101.4606,69.3200,0.0,0.0000,32.1406,0.0000,0.0000,0.0,84.39,0.0,0.0,84.39,15.61,2018/06/30,"14,599.60","3,650.00",25.0,"197,070.67","166,300.30",84.39,"1,249.84","4,456.17",30.0,7.0,"428,542",107.56,"48,000",12.05,"200,542",50.34,"120,000",30.12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.0,"53,328.54",32.06,"150,386.47",1.0,4.45,0.0,11.17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.0,"52,919.89",31.82,"132,828.93",37.74,-2.05,39.79,2018/03/31,37.54,-0.2,37.74,2018/06/30,5.0,5.0,Increase holdings,3.91,25.32,CNY,50.67,-1.49,52.16,2018/03/31,50.46,-0.21,50.67,2018/06/30,2018/09/13,-1.42,-5.0,-7.52,-9.91,-18.36,-28.18,-38.53,0.54,2.08,3.49,6.67,27.54,55.56,160.41,895.33,"3,457.43","5,797.58","11,093.54","45,801.82","92,400.05","226,015.44",0.19,0.74,1.26,2.47,10.82,23.48,66.60,-18.36,"-6,363.69","108,240.44",-5.88,-1.0,"-277,441",-1.82,"-2,036.14",652.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7650.0,22008,0.0,0.0,0.0
91,91,000421.SZ,南京公用,Gas production and supply industry,UtilitiesⅡ,A shares,"57,264.6934","57,264.6934",0.0000,0.0000,0.0,0.0,0.0,"57,264.6934",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2018/03/07,"5,428.00","1,374.00",25.31,"57,264.69","57,264.69",100.0,954.99,"4,067.74",24.0,9.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"33,112.98",57.82,"178,147.82",6.0,4.83,0.01,23.45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"33,217.81",58.01,"161,438.54",60.47,30.88,29.59,2018/03/31,60.14,-0.33,60.47,2018/06/30,2.0,1.0,flat,0.00,-0.02,CNY,60.47,-0.47,60.94,2018/03/31,60.13,-0.34,60.47,2018/06/30,2018/09/13,3.1,1.97,1.75,-0.21,-0.64,-15.55,-34.33,0.7,2.18,3.47,5.9,22.67,47.18,136.05,403.32,"1,250.68","1,984.52","3,379.15","12,983.56","27,015.04","62,907.58",0.19,0.57,0.91,1.55,6.13,13.60,36.58,-2.72,"-1,453.12","60,224.30",-2.41,2.0,"-31,107",-0.55,50.58,-178.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
92,92,000422.SZ,*ST宜化,Chemical raw materials and chemical products manufacturing,Material Ⅱ,A shares,"89,786.6712","89,781.2984",0.0000,0.0000,0.0,0.0,0.0,"89,781.2984",5.3728,0.0,0.0000,0.0000,5.3728,0.0000,0.0,0.0000,5.3728,0.0000,0.0000,0.0,99.99,0.0,0.0,99.99,0.01,2017/06/30,"6,538.54","1,635.00",25.01,"89,786.67","89,781.30",99.99,"1,273.19","5,391.21",35.0,10.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"19,180.38",21.36,"59,459.18",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"19,775.33",22.03,"40,934.93",24.28,-0.59,24.87,2018/03/31,25.1,0.82,24.28,2018/06/30,1.0,1.0,Increase holdings,602.94,0,CNY,24.28,-0.61,24.89,2018/03/31,25.1,0.82,24.28,2018/06/30,2018/09/13,0.36,-2.45,-14.15,0.36,42.35,-13.62,-55.0,0.59,4.89,14.06,38.38,89.63,131.13,330.82,529.42,"4,386.51","12,620.57","34,458.74","80,470.39","117,730.40","297,014.43",0.15,1.23,3.63,10.51,22.41,32.18,114.17,40.2,"-6,071.35","223,024.60",-2.72,-1.0,"-194,221",-2.43,"-2,561.42",-296.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
93,93,000423.SZ,东阿阿胶,Pharmaceutical manufacturing,"Pharmaceutical, Biotechnology and Life Sciences",A shares,"65,402.1537","65,386.7313",0.0000,0.0000,0.0,0.0,0.0,"65,386.7313",15.4224,0.0,0.0000,0.0000,15.4224,0.0000,0.0,0.0000,15.4224,0.0000,0.0000,0.0,99.98,0.0,0.0,99.98,0.02,2016/06/30,"6,238.00","1,750.00",28.05,"65,402.15","65,386.73",99.98,948.45,"3,636.38",25.0,9.0,0,0,0,0,0,0,0,0,38.0,586.35,0.9,"36,148.72",1.0,979.54,1.5,"60,388.50",2.0,"1,711.67",2.62,"105,524.54",0.0,0,0.0,0,2.0,"1,458.45",2.23,"89,913.42",5.0,"27,358.58",41.84,"1,686,656.44",222.0,"2,285.91",3.5,"123,004.83",1.0,979.54,1.5,"52,708.92",2.0,"1,632.97",2.5,"87,870.19",0.0,0,0.0,0,2.0,"3,110.89",4.76,"167,397.14",5.0,"27,163.80",41.54,"1,461,683.92",48.18,2.37,45.81,2018/03/31,50.28,2.1,48.18,2018/06/30,6.0,1.0,Increase holdings,"3,749.57","28,114.24",CNY,48.18,2.36,45.82,2018/03/31,50.29,2.11,48.18,2018/06/30,2018/09/13,0.56,-0.82,-4.82,-0.87,-16.91,-25.48,-28.25,0.37,1.77,3.5,9.16,27.68,77.7,219.67,244.95,"1,155.72","2,287.60","5,988.18","18,099.61","50,802.76","143,635.50",1.09,5.21,10.43,27.32,89.71,279.36,872.08,-17.09,"-57,757.28","882,231.15",-6.55,1.0,"-118,889",-1.98,"-7,214.75","-11,646.44",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,70.33,3562.81,0.0,0.0,0.0
94,94,000425.SZ,徐工机械,Special equipment manufacturing,Capital goods,A shares,"783,366.8430","699,356.2958",0.0000,0.0000,0.0,0.0,0.0,"699,356.2958","84,010.5472",0.0,0.0000,512.5734,"83,497.9738","83,386.7285",0.0,0.0000,111.2453,0.0000,0.0000,0.0,89.28,0.0,0.0,89.28,10.72,2018/08/01,"11,994.66","3,000.00",25.01,"783,366.84","699,356.30",89.28,"6,430.96","23,211.88",51.0,18.0,0,0,0,0,0,0,0,0,13.0,"19,005.63",2.72,"74,121.96",0.0,0,0.0,0,0.0,0,0.0,0,1.0,"4,076.36",0.58,"15,897.79",0.0,0,0.0,0,6.0,"345,771.04",49.44,"1,348,507.04",257.0,"40,109.85",5.74,"170,065.75",0.0,0,0.0,0,0.0,0,0.0,0,1.0,"3,700.89",0.53,"15,691.77",0.0,0,0.0,0,7.0,"364,939.19",52.18,"1,547,342.15",52.28,-0.12,52.4,2018/03/31,54.53,2.25,52.28,2018/06/30,3.0,1.0,Increase holdings,114.48,"1,004.54",CNY,52.32,-0.12,52.44,2018/03/31,54.57,2.25,52.32,2018/06/30,2018/09/13,1.02,0.76,-3.18,-6.6,-3.88,-2.25,4.11,0.47,2.14,5.16,12.45,56.78,111.48,293.84,"3,269.33","14,933.14","36,066.93","87,092.87","397,076.63","779,667.98","2,054,964.16",1.29,5.87,14.35,35.86,164.61,322.70,872.83,-6.6,"-33,607.17","1,612,993.80",-2.08,1.0,"-874,757",-1.22,"-19,978.36","12,056.67",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
95,95,000426.SZ,兴业矿业,Non-ferrous metal mining and dressing industry,Material Ⅱ,A shares,"187,769.9557","133,026.1893",0.0000,0.0000,0.0,0.0,0.0,"133,026.1893","54,743.7664",0.0,0.0000,0.0000,"54,743.7664","21,367.9749",0.0,0.0000,"33,375.7915",0.0000,0.0000,0.0,70.85,0.0,0.0,70.85,29.15,2018/07/03,"5,530.00","1,530.00",27.67,"187,769.96","133,026.19",70.85,"3,295.48","8,594.52",34.0,17.0,"66,863,003","48,208.23","40,000",28.84,"66,783,003","48,150.55",0,0.00,22.0,"6,109.19",4.59,"59,808.96",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,"75,523.13",56.77,"739,371.48",116.0,"6,425.31",4.83,"46,326.49",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,"75,523.13",56.77,"544,521.79",43.01,4.53,38.48,2018/03/31,42.8,-0.21,43.01,2018/06/30,1.0,1.0,Reduce holding,-4.00,-32.51,CNY,65.29,-0.43,65.72,2018/03/31,65.29,0.0,65.29,2018/06/30,2018/09/13,0.49,-0.8,-4.78,-14.05,-14.05,-38.76,-45.21,0.89,4.39,11.3,23.26,23.26,88.09,311.22,"1,187.03","5,845.54","15,035.14","30,947.80","30,947.80","117,186.90","393,524.34",0.73,3.6,9.47,19.78,19.78,94.51,392.50,-14.05,"-9,925.61","197,808.04",-5.02,4.0,"-155,542",-1.21,"-3,709.20","4,462.09",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"137,457,800.00","21,000,000","40,000,000",6.73,6.27,CNY,0.0,0.0,0.0,0.0,0.0,3424.93,33557.47,0.0,0.0,0.0
96,96,000428.SZ,华天酒店,Accommodation industry,Consumer Service Ⅱ,A shares,"101,892.6000","71,888.4450",0.0000,0.0000,0.0,0.0,0.0,"71,888.4450","30,004.1550",0.0,0.0000,0.0000,"30,004.1550","30,000.0000",0.0,0.0000,4.1550,0.0000,0.0000,0.0,70.55,0.0,0.0,70.55,29.45,2017/12/31,"8,000.00","1,800.00",22.5,"101,892.60","71,888.45",70.55,"1,173.66","3,893.80",26.0,8.0,"55,400",15.62,0,0.00,"46,200",13.03,"9,200",2.59,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"33,642.41",46.8,"131,205.39",2.0,5.93,0.01,16.72,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"33,090.89",46.03,"93,316.32",35.54,0.33,35.21,2018/03/31,36.04,0.5,35.54,2018/06/30,1.0,1.0,Reduce holding,-2.60,-19.06,CNY,64.78,0.33,64.45,2018/03/31,65.24,0.46,64.78,2018/06/30,2018/09/13,1.12,-0.37,-0.74,-8.47,-2.88,-29.87,-46.32,0.17,1.19,2.3,5.56,19.71,40.74,101.68,122.83,857.31,"1,654.88","3,999.61","14,167.82","29,286.20","73,089.14",0.03,0.23,0.45,1.11,3.99,9.36,28.30,-2.17,"-1,495.54","37,775.12",-3.96,3.0,"-52,940",-0.77,-202.67,-305.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
97,97,000429.SZ,粤高速A,Road transport industry,transport,A shares,"209,080.6126","46,885.5023","34,864.8675",0.0000,0.0,0.0,0.0,"81,750.3698","127,330.2428",0.0,"41,000.2853","52,139.3021","34,190.6554","34,110.5346",0.0,0.0000,80.1208,0.0000,0.0000,0.0,22.42,16.68,0.0,39.1,60.9,2018/06/30,"76,425.62","30,250.00",39.58,"209,080.61","81,750.37",39.1,173.57,170.25,46.0,5.0,0,0,0,0,0,0,0,0,10.0,"2,062.89",4.4,"16,441.24",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"1,052.28",2.24,"8,386.65",2.0,"11,063.50",23.6,"88,176.13",65.0,"3,644.59",7.77,"26,313.97",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"1,052.28",2.24,"7,597.45",3.0,"11,823.50",25.22,"85,365.70",9.73,-0.84,10.57,2018/03/31,10.08,0.35,9.73,2018/06/30,2.0,2.0,Increase holdings,199.55,"1,556.18",CNY,68.13,-0.68,68.81,2018/03/31,68.37,0.24,68.13,2018/06/30,2018/09/13,1.95,1.03,-0.76,4.67,6.22,4.3,-3.65,0.79,3.58,5.68,12.67,41.84,94.85,225.71,368.11,"1,677.29","2,664.45","5,938.36","19,619.17","44,472.66","105,830.00",0.29,1.29,2.06,4.6,14.51,34.72,85.16,6.22,"-16,494.91","143,894.63",-11.46,-6.0,"-225,404",-4.49,"-2,098.13","-3,349.55",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
